Comment.id|Person.id
481036337214|13194139533378
481036337215|10995116277803
618475290690|17592186044508
618475290691|10995116277769
618475290692|6597069766661
618475290693|6597069766661
618475290694|10995116277769
618475290695|6597069766661
618475290696|94
618475290697|6597069766661
618475290698|17592186044508
618475290699|10995116277802
618475290700|10995116277802
618475290701|6597069766661
618475290702|17592186044508
618475290703|10995116277769
618475290704|6597069766661
618475290705|10995116277769
618475290706|10995116277769
618475290707|94
618475290708|10995116277802
549755814208|13194139533330
549755814209|10995116277769
549755814210|13194139533330
549755814211|10995116277769
549755814212|15393162788868
549755814213|10995116277769
549755814214|15393162788868
687194768314|4398046511168
687194768315|10995116277769
687194768316|10995116277769
687194768317|4398046511168
687194768318|10995116277769
687194768319|4398046511168
687194768320|4398046511168
687194768321|10995116277769
687194768322|4398046511168
687194768323|10995116277769
687194768324|10995116277769
687194768325|10995116277769
687194768326|10995116277769
687194768327|4398046511168
687194768328|4398046511168
618475291594|6597069766684
618475291595|4398046511181
618475291596|6597069766684
618475291597|13194139533328
618475291598|15393162788895
618475291599|6597069766684
618475291600|13194139533328
618475291601|15393162788895
618475291602|4398046511181
618475291603|15393162788895
618475291604|15393162788908
618475291605|15393162788908
618475291606|2199023255628
618475291607|4398046511181
412316861401|4398046511126
412316861402|2199023255628
412316861403|4398046511181
412316861404|4398046511181
412316861405|2199023255628
412316861406|4398046511181
412316861407|4398046511181
412316861408|4398046511126
481036338146|6597069766684
481036338147|4398046511181
481036338148|4398046511181
481036338149|13194139533328
481036338150|6597069766684
481036338151|13194139533328
481036338152|4398046511181
481036338153|6597069766684
481036338154|6597069766684
481036338155|4398046511126
481036338156|13194139533328
481036338157|6597069766684
481036338159|2199023255628
481036338160|4398046511126
687194768974|4398046511126
687194768975|4398046511126
687194768976|4398046511126
481036338770|6597069766661
481036338771|15393162788915
481036338772|4398046511141
481036338773|4398046511141
481036338774|15393162788915
481036338775|4398046511141
481036338776|10995116277802
481036338777|10995116277802
481036338778|6597069766661
481036338779|4398046511141
481036338780|10995116277802
687194768990|8796093022287
687194768991|17592186044499
687194768992|6597069766742
687194768993|13194139533357
687194768994|15393162788915
687194768995|15393162788915
687194768996|8796093022227
687194768997|6597069766745
687194768998|13194139533364
687194768999|8796093022287
687194769000|13194139533390
687194769001|19791209299992
687194769002|4398046511159
687194769003|17592186044499
687194769004|8796093022228
687194769005|2199023255628
687194769006|96
687194769007|96
687194769008|17592186044499
687194769052|6597069766745
687194769053|15393162788908
687194769054|8796093022228
687194769055|6597069766745
687194769056|6597069766742
687194769057|17592186044499
687194769216|13194139533357
687194769217|6597069766716
687194769218|17592186044499
687194769219|4398046511159
687194769220|8796093022227
687194769221|4398046511159
687194769222|6597069766716
687194769223|15393162788908
687194769276|8796093022227
687194769277|17592186044430
687194769278|8796093022227
687194769279|17592186044446
687194769280|2199023255637
687194769281|2199023255600
687194769282|8796093022216
687194769283|15393162788908
687194769284|15393162788915
687194769285|17592186044430
687194769286|4398046511159
687194769287|8796093022287
687194769288|2199023255628
618475292954|2199023255611
618475292955|2199023255611
687194769818|2199023255611
687194769819|10995116277789
687194769820|15393162788868
687194769821|2199023255611
687194769822|15393162788868
687194769823|10995116277789
687194769824|2199023255611
687194769825|2199023255625
687194769826|6597069766661
687194769827|10995116277789
687194769828|10995116277789
687194769829|13194139533378
687194769830|13194139533378
687194769831|13194139533378
687194769832|2199023255611
687194769833|2199023255625
687194769834|6597069766661
687194769835|2199023255611
687194769836|2199023255611
687194769837|6597069766661
481036339730|10995116277802
481036339731|4398046511126
481036339732|2199023255611
481036339733|6597069766684
481036339734|13194139533365
481036339735|6597069766684
481036339736|13194139533328
481036339737|4398046511107
481036339738|4398046511126
481036339739|13194139533330
481036339740|2199023255602
481036339741|13194139533328
481036339742|6597069766716
481036339743|2199023255628
481036339744|15393162788868
481036339746|10995116277769
481036339747|13194139533365
481036339748|2199023255611
481036339749|2199023255602
481036339750|8796093022216
481036339751|6597069766716
274877909545|2199023255602
274877909546|4398046511126
274877909547|4398046511107
274877909548|4398046511107
274877909549|4398046511126
274877909550|4398046511107
274877909551|4398046511107
274877909552|2199023255602
274877909553|2199023255611
274877909554|2199023255628
274877909555|2199023255602
274877909556|2199023255628
274877909557|2199023255611
618475293239|15393162788895
618475293240|6597069766716
618475293241|15393162788895
618475293242|6597069766684
618475293243|6597069766684
618475293244|15393162788868
618475293245|6597069766716
618475293246|8796093022287
618475293247|15393162788895
618475293248|17592186044443
618475293249|2199023255628
618475293250|15393162788868
618475293251|13194139533365
618475293252|2199023255611
618475293253|4398046511126
343597386311|6597069766716
343597386312|6597069766684
343597386313|2199023255611
343597386314|6597069766716
343597386315|2199023255628
343597386316|8796093022287
343597386317|4398046511107
343597386318|4398046511126
343597386319|8796093022287
343597386320|6597069766716
343597386321|4398046511126
343597386322|8796093022216
343597386323|2199023255628
343597386324|6597069766684
343597386325|8796093022287
274877909591|2199023255602
274877909592|2199023255611
274877909593|6597069766684
274877909594|6597069766684
274877909595|6597069766684
274877909596|4398046511126
274877909597|2199023255602
274877909598|2199023255628
481036339808|6597069766684
481036339809|13194139533365
481036339810|10995116277769
481036339811|2199023255611
481036339812|13194139533330
481036339813|10995116277802
481036339814|13194139533330
481036339815|13194139533365
481036339816|10995116277802
481036339817|2199023255628
481036339818|2199023255611
481036339819|2199023255628
481036339820|10995116277802
481036339821|13194139533365
481036339822|13194139533330
481036339823|10995116277802
481036339824|8796093022216
481036339825|8796093022216
481036339827|13194139533330
481036339828|10995116277802
481036339829|13194139533364
481036339830|8796093022287
481036339831|2199023255602
481036339832|13194139533330
481036339833|13194139533364
481036339834|6597069766684
481036339835|10995116277802
481036339836|13194139533365
481036339837|2199023255628
481036339838|13194139533330
481036339839|13194139533365
481036339840|13194139533330
481036339842|6597069766716
481036339843|10995116277802
481036339844|4398046511107
481036339845|13194139533330
481036339846|15393162788868
481036339848|4398046511126
481036339849|13194139533330
481036339850|13194139533364
481036339851|13194139533365
481036339852|10995116277769
481036339853|2199023255628
481036339854|6597069766716
481036339855|10995116277802
481036339856|8796093022216
481036339857|10995116277769
481036339858|15393162788868
481036339859|8796093022216
481036339860|2199023255611
481036339861|10995116277802
481036339862|10995116277769
481036339863|6597069766716
481036339864|2199023255628
481036339865|4398046511107
481036339867|10995116277769
481036339868|10995116277769
481036339870|2199023255628
481036339871|2199023255611
481036339872|13194139533328
481036339873|8796093022216
481036339875|10995116277769
481036339876|6597069766684
481036339877|15393162788868
481036339878|10995116277802
481036339879|6597069766716
137438956207|4398046511181
206158432944|2199023255628
206158432945|2199023255628
137438956210|4398046511181
206158432947|2199023255628
137438956212|2199023255628
206158432949|4398046511181
206158432950|4398046511181
206158432951|2199023255628
137438956216|2199023255628
137438956217|4398046511181
137438956218|4398046511181
206158432956|4398046511181
206158432957|4398046511181
206158432958|2199023255628
206158432959|4398046511181
206158432960|4398046511181
206158432961|2199023255628
206158432962|2199023255628
206158432963|4398046511181
206158432964|4398046511181
206158432967|4398046511181
206158432968|4398046511181
206158432969|2199023255628
206158432970|2199023255628
206158432972|4398046511181
206158432973|4398046511181
206158432974|4398046511181
206158432975|2199023255628
206158432976|4398046511181
206158432977|2199023255628
206158432978|4398046511181
206158432979|4398046511181
206158432980|4398046511181
206158432981|2199023255628
206158432982|2199023255628
206158432983|2199023255628
481036340240|15393162788915
481036340241|96
481036340242|13194139533402
481036340243|10995116277802
687194770454|8796093022228
687194770455|4398046511181
687194770456|8796093022227
687194770457|10995116277807
687194770458|10995116277762
687194770459|4398046511181
687194770460|4398046511185
618475293726|96
618475293727|17592186044456
618475293728|4398046511181
618475293729|17592186044509
618475293730|4398046511185
618475293731|96
618475293732|15393162788868
618475293733|10995116277802
618475293734|13194139533348
618475293735|17592186044423
618475293736|15393162788915
618475293737|96
618475293738|8796093022227
618475293740|17592186044430
618475293742|10995116277807
618475293743|8796093022228
618475293744|15393162788868
687194770482|17592186044430
687194770483|17592186044430
687194770484|10995116277762
687194770485|15393162788915
687194770486|17592186044430
687194770487|17592186044430
687194770488|17592186044430
687194770489|96
687194770490|15393162788908
687194770491|17592186044430
687194770492|10995116277807
687194770493|17592186044509
687194770494|10995116277802
687194770495|13194139533402
412316863553|2199023255593
412316863554|8796093022227
412316863557|8796093022228
412316863558|8796093022227
481036340428|2199023255628
481036340429|4398046511181
481036340430|6597069766684
481036340431|4398046511181
481036340432|6597069766684
481036340433|6597069766716
481036340434|6597069766684
481036340435|4398046511181
481036340436|2199023255628
481036340437|6597069766716
481036340438|6597069766684
481036340439|2199023255628
481036340440|4398046511181
481036340441|6597069766684
618475293948|4398046511181
618475293949|15393162788895
618475293950|4398046511141
618475293952|4398046511181
618475293953|4398046511173
618475293954|6597069766745
618475293955|17592186044456
618475293957|15393162788895
618475293958|4398046511107
618475293960|2199023255611
618475293961|13194139533328
618475293962|4398046511126
618475293963|17592186044423
618475293964|4398046511181
618475293965|13194139533328
618475293966|13194139533357
618475293968|4398046511143
618475293969|15393162788875
618475293970|17592186044423
618475293971|17592186044423
618475293972|13194139533378
618475293973|15393162788908
618475293974|17592186044456
618475293975|8796093022287
618475293976|2199023255611
618475293977|15393162788915
618475293978|8796093022287
618475293979|4398046511143
618475293980|4398046511181
618475293981|8796093022287
618475293982|4398046511173
618475293983|4398046511181
618475293984|15393162788908
618475293985|4398046511143
618475293986|4398046511181
618475293987|4398046511181
618475293989|4398046511173
618475293990|8796093022287
618475293991|2199023255562
618475293992|15393162788908
618475293993|4398046511173
618475293994|2199023255562
618475293995|15393162788895
618475293996|15393162788875
618475293997|13194139533357
618475293998|13194139533357
618475293999|4398046511107
618475294000|15393162788915
618475294001|4398046511126
618475294002|4398046511143
618475294004|15393162788908
618475294005|17592186044423
618475294006|15393162788895
618475294007|2199023255562
618475294008|6597069766745
618475294009|4398046511173
618475294010|15393162788875
618475294011|2199023255562
618475294012|15393162788875
618475294013|4398046511173
618475294014|2199023255611
618475294015|13194139533378
618475294016|6597069766745
618475294017|6597069766745
549755817505|6597069766684
549755817506|2199023255628
549755817507|13194139533330
549755817508|10995116277761
549755817509|6597069766684
549755817510|2199023255637
549755817511|8796093022227
549755817512|4398046511181
549755817513|10995116277761
687194770987|19791209299992
687194770988|13194139533402
687194770989|2199023255611
687194770990|13194139533330
687194770991|6597069766684
687194770992|2199023255558
687194770993|13194139533330
687194770994|10995116277769
687194770995|6597069766684
687194770996|2199023255558
687194770997|15393162788915
687194770998|4398046511181
343597387320|2199023255558
343597387321|2199023255628
343597387322|6597069766684
343597387323|2199023255637
343597387324|6597069766684
343597387325|96
343597387326|8796093022227
343597387327|4398046511181
343597387328|8796093022227
343597387329|4398046511181
343597387330|2199023255637
343597387331|4398046511181
343597387332|10995116277818
343597387333|4398046511181
343597387334|2199023255558
343597387335|2199023255637
412316864073|8796093022227
412316864074|2199023255628
412316864075|2199023255628
412316864076|4398046511181
412316864077|2199023255628
412316864078|10995116277818
412316864079|10995116277761
412316864080|2199023255558
412316864081|4398046511181
412316864082|96
412316864083|6597069766684
412316864084|2199023255558
412316864085|6597069766684
412316864086|8796093022227
412316864087|4398046511181
412316864088|96
412316864089|10995116277818
412316864090|8796093022227
412316864092|10995116277818
412316864094|8796093022227
412316864096|10995116277761
412316864097|2199023255637
412316864098|4398046511181
412316864099|2199023255611
412316864100|10995116277769
412316864101|10995116277818
412316864102|10995116277818
412316864103|8796093022227
412316864104|2199023255637
412316864105|2199023255628
412316864106|8796093022227
412316864107|2199023255611
412316864109|2199023255611
412316864110|4398046511181
412316864111|6597069766684
412316864112|8796093022227
412316864113|4398046511181
412316864114|2199023255558
412316864115|2199023255628
412316864116|2199023255558
412316864117|8796093022227
412316864119|8796093022227
412316864120|8796093022227
412316864121|96
412316864122|96
412316864123|2199023255558
412316864124|96
412316864125|2199023255628
412316864126|4398046511181
412316864127|4398046511181
412316864128|96
412316864129|2199023255611
412316864130|10995116277818
412316864131|10995116277769
412316864132|96
412316864133|10995116277818
412316864134|10995116277769
412316864135|10995116277761
412316864136|10995116277769
412316864137|6597069766684
412316864138|10995116277818
481036340986|2199023255593
481036340987|13194139533378
481036340988|10995116277848
481036340989|13194139533378
481036340990|13194139533378
481036340991|13194139533364
481036340992|2199023255611
481036340993|10995116277848
481036340994|2199023255628
481036340995|2199023255628
481036340996|10995116277848
481036340997|2199023255628
343597387527|2199023255593
343597387528|2199023255628
343597387529|2199023255628
343597387530|2199023255593
343597387531|2199023255593
343597387532|2199023255628
343597387533|2199023255611
412316864271|10995116277848
412316864272|2199023255628
412316864273|2199023255593
412316864274|10995116277848
412316864275|2199023255628
412316864276|2199023255593
412316864277|10995116277848
412316864278|2199023255593
412316864279|2199023255611
412316864280|10995116277848
412316864281|10995116277848
412316864282|2199023255628
412316864283|10995116277848
412316864284|10995116277848
481036341023|2199023255628
481036341024|2199023255611
481036341025|2199023255593
481036341026|2199023255628
481036341027|10995116277848
481036341028|2199023255611
481036341029|2199023255593
481036341030|2199023255628
481036341031|2199023255593
481036341032|2199023255593
481036341033|13194139533378
481036341034|15393162788955
481036341035|10995116277848
481036341036|10995116277848
481036341038|10995116277848
481036341039|2199023255593
481036341040|2199023255593
481036341041|13194139533364
481036341042|2199023255628
481036341043|10995116277848
481036341044|2199023255593
481036341045|13194139533364
343597387575|2199023255593
343597387576|2199023255628
343597387577|2199023255611
343597387578|2199023255593
343597387579|2199023255611
343597387580|2199023255611
343597387581|2199023255611
343597387582|2199023255611
343597387583|2199023255611
343597387584|2199023255628
343597387585|2199023255611
343597387586|2199023255628
343597387587|2199023255593
343597387588|2199023255611
343597387589|2199023255611
343597387590|2199023255611
687194771290|10995116277789
687194771291|94
687194771292|6597069766684
687194771293|17592186044430
687194771294|13194139533357
687194771295|17592186044443
618475294561|10995116277789
618475294562|65
618475294564|10995116277789
618475294586|2199023255611
618475294587|2199023255565
618475294588|2199023255593
618475294589|2199023255565
618475294590|4398046511143
618475294591|13194139533378
618475294592|8796093022240
618475294593|13194139533364
618475294594|8796093022227
618475294596|65
687194771333|8796093022240
618475294598|4398046511181
687194771335|10995116277789
618475294600|15393162788961
687194771359|65
687194771360|15393162788961
687194771361|13194139533378
687194771362|15393162788961
687194771363|10995116277762
687194771364|17592186044490
687194771365|96
687194771366|13194139533357
687194771367|13194139533364
687194771368|2199023255602
687194771369|8796093022240
687194771370|13194139533365
687194771371|13194139533357
687194771372|17592186044484
687194771373|13194139533390
687194771374|17592186044509
687194771375|6597069766684
687194771376|8796093022287
618475294689|2199023255602
618475294690|17592186044484
618475294691|2199023255565
618475294692|8796093022240
618475294693|2199023255628
618475294694|6597069766684
618475294695|15393162788955
618475294696|17592186044443
618475294697|94
618475294698|4398046511167
618475294699|10995116277789
618475294700|15393162788961
618475294701|13194139533364
618475294702|4398046511181
618475294703|17592186044484
618475294704|4398046511143
618475294705|17592186044446
618475294706|17592186044499
618475294707|2199023255593
618475294709|8796093022287
618475294710|10995116277789
618475294711|4398046511143
618475294712|4398046511143
618475294713|4398046511167
618475294714|8796093022287
618475294715|8796093022240
618475294716|4398046511143
618475294717|15393162788955
618475294718|17592186044443
618475294719|13194139533364
618475294720|4398046511143
618475294721|13194139533364
618475294722|4398046511143
618475294723|65
618475294724|2199023255593
618475294725|4398046511181
618475294726|2199023255602
687194771471|17592186044454
687194771472|15393162788961
687194771473|15393162788961
687194771474|2199023255602
687194771475|17592186044484
687194771476|2199023255611
687194771477|4398046511181
549755818007|4398046511167
549755818008|2199023255628
687194771482|2199023255602
687194771483|17592186044454
687194771484|15393162788955
687194771485|8796093022240
687194771486|65
687194771487|96
687194771488|96
687194771489|96
687194771503|65
687194771504|8796093022287
687194771505|17592186044499
687194771506|10995116277807
687194771507|13194139533364
687194771508|94
687194771509|17592186044499
687194771510|6597069766745
687194771511|2199023255565
687194771512|2199023255611
687194771513|17592186044446
549755818050|2199023255628
549755818051|8796093022240
549755818052|65
687194771527|17592186044443
687194771528|8796093022240
687194771529|10995116277762
687194771530|4398046511107
687194771531|10995116277789
687194771532|4398046511107
687194771533|17592186044499
687194771534|4398046511107
687194771535|13194139533365
687194771536|15393162788955
687194771537|13194139533364
687194771538|2199023255611
687194771539|13194139533378
687194771540|4398046511107
687194771541|19791209300039
687194771623|17592186044430
687194771624|17592186044430
687194771625|8796093022287
687194771626|8796093022227
687194771627|17592186044430
687194771628|4398046511181
687194771629|2199023255593
687194771630|4398046511167
687194771631|17592186044430
687194771632|13194139533364
687194771633|4398046511181
412316864982|4398046511181
412316864983|10995116277818
412316864984|4398046511126
412316864985|10995116277818
412316864986|10995116277818
412316864987|4398046511126
412316864988|4398046511126
412316864989|10995116277818
412316864990|4398046511181
412316864991|4398046511126
412316864992|2199023255628
412316864993|10995116277789
412316864994|2199023255628
412316864995|10995116277818
412316864996|4398046511126
412316864997|10995116277789
412316864998|10995116277818
412316864999|4398046511181
412316865001|4398046511181
412316865002|4398046511181
412316865003|10995116277818
206158434797|4398046511181
206158434798|2199023255593
206158434799|2199023255593
206158434800|2199023255625
206158434801|2199023255625
206158434802|2199023255593
206158434803|4398046511181
206158434804|2199023255593
206158434805|4398046511181
206158434806|4398046511181
206158434807|2199023255625
206158434808|4398046511181
412316865018|2199023255593
412316865019|10995116277789
412316865020|2199023255593
412316865021|6597069766661
412316865023|10995116277789
412316865024|2199023255593
412316865025|2199023255625
412316865026|10995116277789
412316865027|6597069766661
412316865028|10995116277802
412316865029|4398046511181
412316865030|6597069766661
412316865031|4398046511181
412316865032|6597069766661
412316865033|10995116277802
412316865034|6597069766661
412316865035|2199023255625
412316865036|10995116277802
412316865037|2199023255593
687194771983|13194139533378
687194771984|13194139533348
687194771985|13194139533348
343597388307|4398046511181
343597388308|10995116277789
343597388309|6597069766661
343597388310|10995116277802
343597388311|2199023255593
343597388313|4398046511181
343597388314|10995116277802
343597388315|2199023255593
343597388316|10995116277789
343597388317|10995116277789
343597388318|4398046511181
343597388319|6597069766661
343597388320|2199023255625
343597388321|2199023255625
343597388322|2199023255625
343597388323|10995116277802
343597388325|10995116277802
343597388326|10995116277802
343597388327|4398046511181
343597388328|10995116277802
343597388329|10995116277802
343597388330|2199023255625
412316865605|94
412316865616|10995116277848
549755819242|17592186044456
549755819243|4398046511168
549755819244|4398046511168
549755819245|17592186044456
549755819246|2199023255625
549755819247|17592186044456
549755819248|10995116277803
549755819249|4398046511168
549755819250|10995116277803
549755819251|4398046511185
549755819252|17592186044456
549755819253|2199023255625
549755819254|4398046511185
412316865784|2199023255625
412316865785|10995116277803
412316865786|4398046511185
412316865787|4398046511185
412316865788|2199023255625
412316865789|4398046511168
412316865790|4398046511185
412316865791|4398046511185
412316865792|4398046511168
412316865793|2199023255625
412316865794|4398046511185
412316865795|4398046511168
412316865796|10995116277803
412316865797|4398046511185
274877912576|2199023255637
274877912577|2199023255637
274877912578|4398046511141
274877912579|4398046511141
274877912580|2199023255611
274877912581|4398046511141
274877912582|2199023255637
274877912583|2199023255611
274877912584|2199023255611
274877912585|2199023255637
274877912586|2199023255611
274877912587|4398046511141
274877912588|2199023255637
274877912589|2199023255611
274877912590|2199023255637
274877912591|2199023255637
274877912592|4398046511141
274877912593|2199023255611
274877912594|2199023255637
274877912595|2199023255637
206158435861|2199023255611
206158435862|2199023255611
206158435863|4398046511141
206158435864|4398046511141
206158435865|4398046511141
206158435866|2199023255611
206158435867|2199023255637
206158435868|2199023255637
206158435869|2199023255637
206158435870|2199023255637
206158435871|4398046511141
206158435872|2199023255611
206158435873|4398046511141
206158435874|2199023255637
206158435875|2199023255611
274877912613|4398046511141
274877912614|2199023255611
274877912615|2199023255637
274877912616|4398046511141
274877912617|2199023255637
274877912618|2199023255611
274877912620|2199023255611
274877912621|4398046511141
274877912622|2199023255611
274877912623|2199023255611
274877912624|4398046511141
274877912625|2199023255611
274877912626|2199023255611
274877912627|2199023255637
274877912628|4398046511141
274877912629|2199023255637
274877912630|2199023255611
274877912631|4398046511141
274877912632|4398046511141
274877912633|2199023255637
274877912634|2199023255611
274877912635|4398046511141
274877912636|2199023255611
274877912638|4398046511141
274877912639|2199023255611
274877912640|4398046511141
274877912641|2199023255637
274877912642|4398046511141
274877912643|4398046511141
274877912644|2199023255611
274877912645|4398046511141
274877912646|2199023255637
274877912647|2199023255637
274877912648|4398046511141
274877912649|4398046511141
274877912650|4398046511141
274877912651|2199023255637
274877912652|4398046511141
549755819840|17592186044508
687194773486|19791209300024
687194773487|10995116277761
687194773489|17592186044423
687194773490|13194139533330
687194773491|17592186044456
687194773492|2199023255593
687194773493|17592186044456
687194773494|10995116277761
687194773495|10995116277769
687194773496|10995116277762
687194773497|17592186044456
687194773498|17592186044423
687194773499|4398046511168
687194773500|19791209299992
481036343294|10995116277761
481036343295|6597069766684
481036343296|10995116277761
481036343297|10995116277762
481036343298|10995116277761
481036343299|4398046511168
481036343300|4398046511168
481036343301|13194139533330
481036343302|4398046511168
481036343303|4398046511185
481036343304|6597069766684
481036343305|10995116277761
481036343306|2199023255593
481036343307|4398046511168
481036343308|6597069766684
481036343309|10995116277761
481036343310|6597069766684
481036343311|4398046511168
481036343313|8796093022228
481036343314|4398046511168
481036343315|6597069766684
481036343316|4398046511185
481036343317|10995116277761
481036343318|8796093022228
481036343319|10995116277762
481036343320|8796093022228
481036343321|13194139533330
481036343322|4398046511168
481036343323|4398046511185
481036343325|4398046511185
481036343326|6597069766684
481036343327|2199023255593
481036343328|10995116277762
481036343329|4398046511185
481036343330|10995116277761
481036343331|8796093022228
481036343332|6597069766684
481036343333|13194139533330
481036343334|10995116277761
481036343335|13194139533330
481036343336|4398046511168
481036343337|10995116277762
481036343338|13194139533330
481036343339|8796093022228
481036343340|4398046511168
481036343341|2199023255593
481036343342|10995116277761
481036343343|13194139533330
481036343344|10995116277761
481036343346|13194139533330
481036343347|10995116277762
481036343348|2199023255593
481036343349|4398046511168
481036343350|2199023255593
481036343351|8796093022228
481036343352|2199023255593
481036343353|4398046511185
481036343354|4398046511185
481036343355|8796093022228
481036343356|10995116277761
481036343357|13194139533330
481036343358|13194139533330
481036343359|2199023255593
481036343360|6597069766684
481036343361|8796093022228
481036343362|2199023255593
481036343363|4398046511185
481036343364|10995116277762
481036343365|10995116277761
481036343367|8796093022228
481036343368|4398046511168
481036343369|6597069766684
481036343370|6597069766684
481036343371|2199023255593
481036343372|10995116277761
481036343373|13194139533330
481036343374|2199023255593
481036343375|10995116277761
481036343376|6597069766684
481036343377|10995116277761
481036343378|10995116277762
481036343379|4398046511185
481036343380|4398046511168
481036343381|2199023255593
481036343382|6597069766684
481036343383|4398046511168
274877913556|4398046511173
274877913557|4398046511173
274877913558|4398046511173
274877913559|4398046511173
274877913560|4398046511173
274877913561|6597069766742
274877913562|4398046511173
274877913563|4398046511185
274877913564|4398046511173
274877913565|4398046511185
274877913566|4398046511185
274877913567|4398046511173
549755820513|4398046511185
549755820514|4398046511185
549755820515|4398046511185
549755820516|17592186044509
549755820517|17592186044509
549755820518|17592186044509
549755820519|15393162788868
549755820520|4398046511185
549755820521|6597069766742
549755820522|17592186044509
549755820523|8796093022240
549755820524|15393162788868
549755820525|6597069766742
549755820526|6597069766742
549755820527|17592186044509
549755820528|4398046511173
618475297266|4398046511185
618475297267|15393162788868
618475297268|4398046511185
618475297269|17592186044509
618475297270|6597069766742
618475297271|17592186044509
618475297272|6597069766742
618475297273|6597069766742
618475297274|15393162788868
687194774012|4398046511173
687194774013|4398046511185
687194774014|15393162788868
687194774015|6597069766742
274877913601|4398046511173
274877913602|4398046511185
274877913603|4398046511185
274877913604|4398046511185
274877913605|6597069766742
274877913606|4398046511173
274877913607|6597069766742
274877913608|4398046511185
274877913609|4398046511185
274877913610|4398046511185
274877913611|4398046511185
274877913612|4398046511185
274877913613|6597069766742
274877913614|6597069766742
206158437072|4398046511181
206158437073|4398046511181
206158437074|4398046511173
206158437075|4398046511173
206158437076|4398046511126
206158437077|4398046511126
206158437078|4398046511173
137438960344|4398046511181
137438960345|4398046511181
137438960346|4398046511126
137438960347|4398046511173
137438960348|4398046511181
137438960349|4398046511126
137438960350|4398046511181
137438960351|4398046511173
137438960352|4398046511126
137438960353|4398046511181
137438960354|4398046511173
137438960355|4398046511173
137438960356|4398046511173
137438960357|4398046511126
137438960358|4398046511181
137438960359|4398046511126
137438960360|4398046511181
137438960362|4398046511181
137438960363|4398046511126
137438960365|4398046511181
137438960366|4398046511126
137438960367|4398046511181
137438960368|4398046511173
137438960369|4398046511181
137438960370|4398046511173
137438960371|4398046511173
137438960372|4398046511126
137438960373|4398046511173
137438960374|4398046511181
137438960375|4398046511173
137438960376|4398046511173
137438960377|4398046511181
137438960378|4398046511173
137438960379|4398046511181
137438960380|4398046511181
618475297746|10995116277802
618475297747|10995116277802
618475297748|10995116277802
618475297749|10995116277769
687194774714|15393162788955
687194774715|2199023255611
687194774716|13194139533378
687194774717|10995116277761
687194774718|13194139533378
687194774719|15393162788955
687194774720|13194139533348
687194774721|13194139533378
687194774722|10995116277761
687194774723|2199023255611
687194774724|2199023255611
687194774725|10995116277761
687194774726|13194139533348
687194774727|13194139533348
687194774728|13194139533348
687194774729|2199023255611
687194774730|8796093022240
687194774731|15393162788955
137438960845|2199023255611
137438960846|2199023255611
137438960847|2199023255611
137438960848|2199023255611
137438960849|2199023255611
137438960850|2199023255611
137438960851|2199023255611
137438960852|2199023255611
137438960853|2199023255611
137438960854|2199023255611
137438960856|2199023255611
137438960857|2199023255611
137438960858|2199023255611
137438960859|2199023255611
137438960860|2199023255611
137438960861|2199023255611
137438960862|2199023255611
137438960863|2199023255611
274877914343|4398046511168
274877914344|4398046511185
274877914345|4398046511185
274877914346|4398046511185
274877914347|4398046511168
274877914348|4398046511185
274877914349|4398046511185
274877914350|4398046511185
274877914351|4398046511168
274877914352|4398046511185
274877914353|4398046511185
274877914354|4398046511168
274877914355|4398046511168
274877914356|4398046511185
274877914357|4398046511168
687194774961|6597069766716
687194774962|6597069766716
687194774963|10995116277769
687194774964|10995116277769
687194774965|6597069766716
687194774984|17592186044443
687194774985|2199023255628
687194774986|15393162788868
687194774987|10995116277802
687194774988|17592186044443
687194774989|17592186044443
687194774990|15393162788868
687194774991|13194139533328
687194774992|2199023255628
687194774993|4398046511181
687194774994|10995116277802
687194774995|4398046511181
687194774996|10995116277802
687194774997|6597069766716
687194774998|15393162788868
412316868065|2199023255628
412316868066|6597069766738
412316868067|6597069766716
412316868068|6597069766716
412316868069|6597069766716
412316868070|6597069766738
412316868071|2199023255628
412316868072|4398046511181
412316868073|2199023255628
412316868074|4398046511181
412316868075|6597069766738
412316868076|6597069766716
412316868077|10995116277802
412316868078|10995116277802
412316868079|6597069766716
412316868080|6597069766738
412316868081|2199023255628
