Forum.id|Person.id|joinDate
549755813888|19791209299992|2011-09-10T19:32:20.579+0000
549755813888|21990232555554|2011-11-02T04:13:24.338+0000
687194767361|21990232555554|2011-11-08T06:59:43.154+0000
549755813892|19791209299992|2011-10-22T01:56:44.189+0000
618475290630|19791209299992|2011-10-29T17:27:10.030+0000
343597383689|94|2011-01-16T01:06:25.379+0000
343597383689|10995116277789|2011-01-21T11:39:09.681+0000
343597383689|10995116277803|2011-01-17T16:24:27.564+0000
343597383689|13194139533378|2011-04-02T00:21:56.741+0000
412316860426|94|2011-03-17T03:28:10.127+0000
412316860426|6597069766661|2011-03-09T12:46:32.734+0000
412316860426|10995116277769|2011-03-15T20:29:43.178+0000
412316860426|10995116277802|2011-03-21T18:03:01.543+0000
412316860426|17592186044508|2011-05-28T07:34:59.069+0000
412316860426|19791209299992|2011-09-16T22:34:16.914+0000
274877906976|10995116277769|2011-02-08T07:38:49.838+0000
274877906976|13194139533330|2011-03-12T17:34:49.082+0000
274877906976|15393162788868|2011-04-14T09:58:13.588+0000
618475290658|13194139533330|2011-08-20T16:15:47.925+0000
618475290658|15393162788868|2011-08-29T11:31:33.386+0000
618475290659|10995116277769|2011-10-29T22:01:43.304+0000
412316860453|10995116277769|2011-11-07T16:16:44.759+0000
412316860453|13194139533330|2011-08-26T22:00:48.308+0000
412316860453|15393162788868|2011-04-19T08:00:39.021+0000
618475290662|10995116277769|2011-10-07T08:00:05.417+0000
412316860457|13194139533330|2011-09-20T09:16:15.923+0000
412316860457|15393162788868|2011-06-08T23:20:38.616+0000
549755813930|10995116277769|2011-10-31T10:09:01.644+0000
549755813930|15393162788868|2011-07-30T15:33:59.361+0000
618475290667|10995116277769|2011-09-05T00:57:00.802+0000
618475290667|13194139533330|2011-10-12T01:55:58.184+0000
618475290667|15393162788868|2011-11-09T01:05:34.111+0000
274877906988|10995116277769|2011-04-04T19:36:54.295+0000
274877906988|15393162788868|2011-07-30T08:52:04.896+0000
618475290669|15393162788868|2011-10-16T19:03:31.608+0000
549755813934|10995116277769|2011-07-27T23:50:50.870+0000
549755813934|15393162788868|2011-10-21T18:25:12.524+0000
549755813935|10995116277769|2011-09-11T05:45:33.120+0000
412316860464|10995116277769|2011-08-04T20:28:52.025+0000
412316860464|13194139533330|2011-08-28T08:15:25.015+0000
687194767409|15393162788868|2011-10-14T01:55:58.298+0000
687194767409|17592186044456|2011-09-29T02:47:20.730+0000
206158430287|6597069766684|2010-09-21T08:31:01.991+0000
412316860497|6597069766684|2011-07-16T03:43:45.815+0000
343597383765|6597069766684|2011-08-09T14:15:19.434+0000
481036337238|6597069766684|2011-11-16T21:24:49.630+0000
481036337242|6597069766684|2011-05-30T09:17:12.988+0000
274877907036|6597069766684|2011-06-07T21:13:24.100+0000
206158430302|6597069766684|2011-01-16T07:58:05.041+0000
412316860512|6597069766684|2011-05-04T04:59:34.933+0000
68719476833|4398046511181|2010-07-11T02:20:16.988+0000
343597383778|2199023255625|2011-01-07T14:10:21.711+0000
343597383778|10995116277802|2011-01-04T13:40:59.006+0000
343597383778|10995116277803|2011-01-26T12:42:30.153+0000
343597383778|13194139533390|2011-02-18T14:11:42.576+0000
343597383778|15393162788868|2011-04-08T05:04:02.490+0000
343597383778|17592186044456|2011-06-17T13:20:32.300+0000
343597383778|21990232555554|2011-11-11T09:38:00.556+0000
481036337251|4398046511181|2011-05-28T19:23:20.838+0000
481036337251|6597069766716|2011-06-09T16:12:11.277+0000
481036337251|15393162788868|2011-05-30T23:49:36.390+0000
481036337251|17592186044446|2011-07-26T21:43:41.558+0000
481036337251|19791209299992|2011-09-24T09:39:27.422+0000
481036337251|21990232555554|2011-10-27T03:50:30.905+0000
549755813988|4398046511168|2011-06-29T22:52:32.050+0000
549755813988|10995116277769|2011-07-06T01:01:00.327+0000
549755813988|19791209300014|2011-10-07T01:36:26.878+0000
549755813988|21990232555554|2011-11-10T07:32:40.347+0000
137438953573|2199023255628|2010-06-27T01:29:27.168+0000
137438953573|4398046511168|2010-07-10T01:42:48.778+0000
206158430310|2199023255628|2010-10-04T04:24:44.640+0000
206158430310|4398046511126|2010-10-19T18:10:08.650+0000
206158430310|4398046511181|2010-09-25T15:19:06.971+0000
206158430310|6597069766684|2010-10-07T07:05:38.035+0000
206158430310|13194139533328|2011-03-04T03:17:47.765+0000
206158430310|15393162788895|2011-06-09T16:12:11.277+0000
206158430310|15393162788908|2011-06-17T08:35:59.701+0000
549755813991|10995116277769|2011-06-24T07:27:28.935+0000
549755813991|15393162788908|2011-06-15T19:24:48.495+0000
549755813991|19791209299992|2011-09-26T03:40:24.063+0000
687194767464|2199023255625|2011-11-10T18:07:33.084+0000
687194767464|4398046511167|2011-10-30T12:30:58.919+0000
687194767464|4398046511168|2011-10-25T15:58:58.232+0000
687194767464|4398046511181|2011-10-28T19:04:28.432+0000
687194767464|4398046511185|2011-11-04T17:18:59.903+0000
687194767464|8796093022240|2011-11-18T05:11:03.246+0000
687194767464|10995116277761|2011-11-11T09:38:00.556+0000
687194767464|10995116277803|2011-10-30T14:13:46.771+0000
687194767464|13194139533357|2011-11-07T04:44:04.746+0000
687194767464|15393162788868|2011-11-04T09:35:57.114+0000
687194767464|15393162788895|2011-10-27T03:50:30.905+0000
687194767464|17592186044428|2011-11-02T04:13:24.338+0000
687194767464|17592186044443|2011-11-14T12:04:27.255+0000
687194767464|17592186044454|2011-11-19T22:57:10.070+0000
687194767464|17592186044456|2011-11-18T16:21:07.143+0000
687194767464|17592186044509|2011-11-10T07:32:40.347+0000
68719476842|2199023255593|2010-05-20T00:33:49.105+0000
68719476842|10995116277802|2011-01-05T12:26:40.229+0000
412316860523|10995116277802|2011-07-09T00:04:15.077+0000
68719476844|2199023255593|2011-07-13T05:49:58.426+0000
68719476844|10995116277802|2011-03-28T15:37:04.476+0000
274877907053|2199023255593|2011-05-10T05:52:04.168+0000
687194767470|2199023255593|2011-11-14T11:00:54.109+0000
481036337265|2199023255593|2011-08-30T08:12:39.722+0000
137438953587|2199023255593|2010-12-09T03:38:50.877+0000
137438953588|2199023255593|2011-05-30T22:58:55.185+0000
274877907061|2199023255593|2011-02-20T21:27:03.905+0000
343597383798|2199023255593|2011-03-14T08:56:52.788+0000
343597383798|10995116277802|2011-02-16T03:12:03.460+0000
549755814007|2199023255593|2011-09-23T02:11:48.619+0000
549755814007|10995116277802|2011-10-01T22:18:25.212+0000
687194767481|2199023255593|2011-11-14T02:30:03.434+0000
687194767481|10995116277802|2011-11-17T02:18:40.896+0000
206158430330|2199023255593|2010-12-13T08:22:18.061+0000
206158430330|10995116277802|2011-06-21T11:03:08.482+0000
618475290747|10995116277802|2011-10-01T03:14:35.688+0000
687194767486|10995116277802|2011-11-18T20:49:14.565+0000
412316860543|2199023255593|2011-11-05T06:30:53.337+0000
412316860543|10995116277802|2011-09-08T03:36:57.288+0000
68719476865|10995116277802|2010-12-13T17:41:53.249+0000
343597383810|10995116277802|2011-04-20T09:01:09.832+0000
274877907075|10995116277802|2011-02-12T12:26:12.666+0000
481036337285|10995116277802|2011-09-14T20:52:37.132+0000
549755814023|10995116277802|2011-06-14T22:17:42.516+0000
274877907080|10995116277802|2011-03-17T21:43:39.499+0000
412316860553|10995116277802|2011-08-21T13:47:39.034+0000
618475290763|10995116277802|2011-10-09T06:30:37.451+0000
343597383820|10995116277802|2011-07-30T16:24:30.630+0000
412316860558|10995116277802|2011-07-26T09:11:29.988+0000
481036337295|10995116277802|2011-08-26T18:36:58.167+0000
137438953618|10995116277802|2010-12-24T02:02:38.299+0000
137438953621|10995116277802|2011-08-13T11:43:13.176+0000
549755814039|10995116277802|2011-07-02T08:22:30.993+0000
412316860568|2199023255593|2011-04-14T02:34:34.804+0000
412316860568|2199023255611|2011-03-28T08:40:33.016+0000
412316860568|2199023255625|2011-03-29T16:04:24.424+0000
412316860568|4398046511126|2011-03-23T21:25:14.417+0000
412316860568|10995116277789|2011-04-02T09:11:13.424+0000
412316860568|10995116277848|2011-04-02T00:21:56.741+0000
412316860568|15393162788955|2011-05-19T20:50:36.322+0000
412316860568|17592186044490|2011-08-03T19:47:30.257+0000
412316860568|19791209299992|2011-09-28T00:06:24.818+0000
549755814042|4398046511185|2011-06-07T04:51:11.344+0000
549755814042|10995116277802|2011-06-18T08:07:18.899+0000
549755814042|13194139533357|2011-06-06T00:55:12.768+0000
549755814042|13194139533402|2011-05-28T07:34:59.069+0000
549755814042|15393162788868|2011-05-30T05:48:17.655+0000
549755814042|17592186044456|2011-06-16T21:02:42.880+0000
549755814043|13194139533357|2011-11-09T05:28:59.126+0000
549755814043|15393162788868|2011-07-25T15:24:49.289+0000
687194767518|13194139533357|2011-09-29T11:37:34.903+0000
687194767518|13194139533402|2011-10-18T16:32:05.220+0000
618475290784|15393162788868|2011-09-21T18:43:09.028+0000
618475290784|17592186044456|2011-10-09T21:14:01.589+0000
618475290785|13194139533402|2011-10-06T10:04:48.964+0000
687194767522|13194139533402|2011-10-12T15:20:13.577+0000
687194767522|17592186044456|2011-10-18T01:13:24.469+0000
412316860579|10995116277761|2011-02-18T14:11:42.576+0000
412316860580|10995116277761|2011-10-26T11:44:23.259+0000
412316860581|10995116277761|2011-03-15T22:58:11.858+0000
481036337325|10995116277761|2011-06-03T12:12:48.123+0000
481036337326|10995116277761|2011-06-04T18:49:08.852+0000
137438953648|2199023255593|2010-07-12T03:53:03.514+0000
137438953648|10995116277818|2010-12-30T09:46:49.208+0000
343597383857|4398046511126|2011-01-01T18:30:50.528+0000
343597383857|4398046511141|2010-12-30T09:46:49.208+0000
343597383857|6597069766661|2010-12-29T14:42:07.965+0000
343597383857|10995116277802|2011-01-01T00:37:59.264+0000
343597383857|13194139533364|2011-03-02T07:07:47.816+0000
343597383857|15393162788915|2011-05-02T20:09:14.372+0000
618475290802|4398046511141|2011-10-27T17:32:22.011+0000
618475290802|13194139533364|2011-10-20T06:42:56.560+0000
618475290802|15393162788915|2011-10-09T08:10:08.412+0000
618475290802|6597069766661|2011-10-25T16:53:05.551+0000
618475290802|4398046511126|2011-11-13T03:45:59.246+0000
618475290802|6597069766745|2011-09-17T12:22:13.657+0000
618475290802|65|2011-10-06T10:35:52.874+0000
618475290802|19791209300014|2011-10-06T15:49:19.058+0000
618475290802|6597069766716|2011-08-26T12:35:43.661+0000
618475290802|17592186044430|2011-09-06T13:04:35.213+0000
618475290802|10995116277762|2011-10-01T00:28:34.915+0000
618475290802|6597069766738|2011-11-16T12:23:19.827+0000
618475290802|19791209299992|2011-10-05T23:03:02.834+0000
618475290802|13194139533348|2011-10-19T11:32:46.102+0000
618475290802|13194139533357|2011-09-15T16:22:31.361+0000
618475290802|6597069766742|2011-09-04T07:28:53.477+0000
618475290802|10995116277783|2011-11-17T23:13:49.866+0000
618475290802|96|2011-10-14T13:45:53.314+0000
618475290802|17592186044446|2011-08-13T06:46:04.141+0000
618475290802|2199023255600|2011-10-25T12:23:04.791+0000
618475290802|17592186044499|2011-09-13T09:46:54.145+0000
618475290802|21990232555569|2011-11-13T21:35:54.043+0000
618475290802|8796093022287|2011-10-24T10:09:25.790+0000
618475290802|15393162788908|2011-09-24T15:55:16.841+0000
618475290802|17592186044509|2011-11-15T04:16:38.250+0000
618475290802|8796093022228|2011-09-18T21:23:53.154+0000
618475290802|8796093022216|2011-09-13T03:02:36.533+0000
618475290802|2199023255637|2011-10-05T09:05:55.369+0000
618475290802|19791209300048|2011-11-08T06:42:00.020+0000
618475290802|10995116277789|2011-11-14T12:58:43.091+0000
618475290802|8796093022227|2011-09-06T01:36:14.957+0000
618475290802|2199023255628|2011-11-08T19:39:12.669+0000
618475290802|13194139533390|2011-09-14T03:47:28.335+0000
618475290802|4398046511159|2011-10-05T06:05:05.443+0000
481036337331|13194139533364|2011-06-20T05:52:13.797+0000
481036337331|15393162788915|2011-06-29T17:59:13.523+0000
549755814069|4398046511141|2011-07-22T09:14:04.411+0000
549755814069|6597069766661|2011-07-15T21:05:20.053+0000
549755814069|10995116277802|2011-10-20T13:33:47.562+0000
549755814069|13194139533364|2011-08-17T19:03:06.810+0000
549755814070|6597069766661|2011-09-12T07:33:31.333+0000
549755814070|15393162788915|2011-08-13T20:09:55.392+0000
343597383864|10995116277802|2011-06-30T19:38:53.623+0000
343597383864|13194139533364|2011-10-31T02:35:01.498+0000
343597383864|15393162788915|2011-10-01T01:09:47.728+0000
412316860601|6597069766661|2011-10-10T13:44:15.620+0000
412316860601|10995116277802|2011-05-25T12:31:10.165+0000
412316860601|13194139533364|2011-04-15T05:43:37.065+0000
412316860601|15393162788915|2011-05-24T07:34:46.659+0000
549755814075|4398046511141|2011-11-06T00:00:15.646+0000
549755814075|13194139533364|2011-07-24T09:04:45.518+0000
549755814075|15393162788915|2011-09-20T22:24:28.807+0000
687194767548|10995116277802|2011-11-18T16:13:41.503+0000
343597383869|4398046511126|2011-05-10T01:54:30.824+0000
343597383869|4398046511141|2011-03-16T02:17:55.477+0000
343597383869|6597069766661|2011-02-02T02:23:51.607+0000
343597383869|13194139533364|2011-04-11T03:07:35.957+0000
481036337342|4398046511141|2011-09-03T23:21:17.450+0000
481036337342|10995116277802|2011-05-07T12:32:04.726+0000
481036337342|13194139533364|2011-09-02T16:17:14.986+0000
481036337342|15393162788915|2011-09-13T21:18:13.860+0000
343597383871|4398046511126|2011-08-20T17:35:32.021+0000
343597383871|10995116277802|2011-06-22T18:37:11.291+0000
343597383871|13194139533364|2011-03-07T23:01:26.145+0000
549755814080|4398046511181|2011-06-20T21:23:03.384+0000
549755814080|6597069766684|2011-06-13T20:33:46.415+0000
549755814080|21990232555554|2011-11-14T12:04:27.255+0000
549755814081|13194139533378|2011-08-03T19:47:30.257+0000
137438953672|4398046511181|2010-07-13T05:48:26.578+0000
687194767561|4398046511181|2011-10-15T11:44:32.135+0000
618475290827|4398046511181|2011-08-31T06:25:12.786+0000
274877907148|4398046511181|2010-12-27T09:01:27.748+0000
549755814093|4398046511181|2011-07-26T16:13:28.621+0000
481036337359|4398046511181|2011-06-15T03:00:45.815+0000
412316860626|4398046511181|2011-09-22T02:39:09.771+0000
481036337363|4398046511181|2011-06-07T07:17:22.608+0000
274877907162|4398046511181|2010-12-02T17:08:58.781+0000
206158430428|2199023255611|2010-10-07T03:47:10.809+0000
206158430428|10995116277818|2010-12-29T14:42:07.965+0000
206158430428|13194139533402|2011-03-09T12:46:32.734+0000
206158430428|15393162788955|2011-05-03T11:33:50.196+0000
343597383902|2199023255611|2011-08-25T04:38:37.762+0000
343597383902|10995116277818|2011-04-12T07:50:34.661+0000
343597383902|13194139533402|2011-03-31T01:25:27.486+0000
481036337375|2199023255611|2011-07-23T07:04:21.899+0000
481036337375|10995116277818|2011-05-28T03:24:15.824+0000
481036337375|13194139533402|2011-07-10T11:42:29.052+0000
618475290850|10995116277818|2011-10-27T06:49:14.656+0000
618475290850|15393162788955|2011-10-11T23:27:02.823+0000
274877907171|2199023255611|2011-01-24T00:22:45.482+0000
274877907171|15393162788955|2011-09-18T19:15:19.549+0000
274877907172|2199023255611|2011-02-05T13:39:00.424+0000
274877907172|10995116277818|2011-09-18T11:04:38.010+0000
274877907172|13194139533402|2011-08-02T19:32:16.007+0000
274877907172|15393162788955|2011-08-11T21:45:46.892+0000
481036337381|13194139533402|2011-06-27T15:43:07.169+0000
343597383910|13194139533402|2011-10-19T14:06:58.321+0000
343597383910|15393162788955|2011-07-12T10:23:53.936+0000
549755814122|15393162788955|2011-10-27T22:02:26.227+0000
343597383915|10995116277818|2011-09-05T07:21:23.047+0000
618475290860|13194139533402|2011-08-15T08:26:32.336+0000
481036337389|2199023255611|2011-05-18T23:00:00.179+0000
481036337389|2199023255625|2011-05-05T14:25:44.007+0000
481036337389|6597069766661|2011-05-03T11:33:50.196+0000
481036337389|10995116277789|2011-05-09T13:29:12.973+0000
481036337389|13194139533378|2011-05-19T20:50:36.322+0000
481036337389|15393162788868|2011-05-11T16:16:53.592+0000
481036337389|21990232555569|2011-11-05T16:35:31.979+0000
481036337390|2199023255611|2011-09-04T14:27:12.322+0000
481036337390|6597069766661|2011-06-03T07:46:13.728+0000
481036337390|10995116277789|2011-10-17T02:33:11.713+0000
687194767599|21990232555569|2011-11-07T11:00:47.063+0000
687194767600|2199023255611|2011-10-19T23:01:44.671+0000
687194767600|6597069766661|2011-10-12T17:29:26.472+0000
687194767601|6597069766661|2011-11-15T02:59:07.220+0000
549755814130|6597069766661|2011-11-11T17:11:40.162+0000
549755814130|10995116277789|2011-08-17T14:02:57.015+0000
549755814130|15393162788868|2011-06-06T01:19:04.848+0000
481036337397|13194139533378|2011-06-18T00:37:07.345+0000
481036337397|15393162788868|2011-08-18T14:49:36.619+0000
549755814134|2199023255611|2011-08-21T08:46:54.213+0000
549755814134|15393162788868|2011-08-28T00:57:06.549+0000
549755814134|21990232555569|2011-11-10T10:59:53.534+0000
618475290871|94|2011-09-19T03:00:32.897+0000
618475290871|2199023255593|2011-09-27T21:27:47.913+0000
618475290871|4398046511168|2011-09-23T21:37:37.795+0000
618475290871|10995116277789|2011-10-04T21:31:39.206+0000
618475290871|10995116277802|2011-09-23T18:45:25.375+0000
618475290871|13194139533312|2011-09-09T01:24:11.246+0000
618475290871|13194139533378|2011-09-28T00:06:24.818+0000
618475290871|13194139533402|2011-09-16T22:34:16.914+0000
618475290871|15393162788868|2011-10-02T18:56:12.813+0000
618475290871|15393162788895|2011-09-24T09:39:27.422+0000
618475290871|17592186044428|2011-09-10T19:32:20.579+0000
618475290871|17592186044430|2011-09-26T03:40:24.063+0000
137438953720|2199023255602|2010-07-11T02:20:16.988+0000
137438953720|2199023255611|2010-07-17T12:42:34.814+0000
137438953720|2199023255628|2010-06-23T18:08:11.190+0000
137438953720|4398046511107|2010-07-13T05:48:26.578+0000
137438953720|4398046511126|2010-07-19T20:20:49.984+0000
137438953720|6597069766684|2010-10-10T13:34:37.489+0000
137438953720|6597069766716|2010-09-25T15:19:06.971+0000
137438953720|8796093022216|2010-11-26T11:24:42.734+0000
137438953720|8796093022287|2010-10-29T06:54:07.394+0000
137438953720|10995116277769|2011-01-20T10:55:43.749+0000
137438953720|10995116277802|2010-12-14T03:29:13.235+0000
137438953720|13194139533328|2011-03-14T04:42:59.004+0000
137438953720|13194139533330|2011-04-03T04:14:41.849+0000
137438953720|13194139533364|2011-03-04T22:03:12.271+0000
137438953720|13194139533365|2011-03-29T06:53:32.134+0000
137438953720|15393162788868|2011-04-26T21:06:54.550+0000
137438953720|15393162788895|2011-05-28T19:23:20.838+0000
137438953720|17592186044443|2011-06-20T21:23:03.384+0000
137438953720|17592186044446|2011-07-11T08:13:29.602+0000
137438953720|21990232555554|2011-10-28T19:04:28.432+0000
274877907194|4398046511181|2010-10-29T06:54:07.394+0000
274877907194|17592186044456|2011-06-19T12:30:36.051+0000
137438953726|2199023255628|2010-07-15T21:39:36.365+0000
137438953726|4398046511181|2010-07-19T20:20:49.984+0000
137438953726|6597069766716|2010-10-19T18:10:08.650+0000
137438953726|10995116277807|2011-01-01T21:45:50.365+0000
137438953726|10995116277818|2011-01-01T18:30:50.528+0000
137438953726|13194139533364|2011-02-21T18:57:09.803+0000
137438953726|13194139533378|2011-03-23T21:25:14.417+0000
274877907200|2199023255628|2010-11-24T15:17:54.257+0000
274877907200|4398046511181|2010-10-24T09:42:02.124+0000
274877907200|6597069766716|2010-11-28T17:28:17.097+0000
274877907200|13194139533364|2011-09-29T11:08:25.571+0000
274877907200|13194139533378|2011-06-21T13:17:39.839+0000
274877907201|2199023255628|2011-06-16T09:03:17.369+0000
274877907201|10995116277807|2011-07-25T21:34:16.523+0000
274877907201|13194139533364|2011-09-04T19:24:13.423+0000
274877907201|13194139533378|2011-11-03T18:18:47.768+0000
549755814147|2199023255628|2011-08-22T15:45:28.826+0000
549755814147|4398046511181|2011-09-06T03:04:53.592+0000
549755814147|6597069766716|2011-08-20T16:30:34.392+0000
549755814147|10995116277807|2011-07-13T15:09:42.724+0000
549755814147|10995116277818|2011-06-28T15:18:18.377+0000
549755814147|13194139533364|2011-10-21T20:23:06.145+0000
549755814147|13194139533378|2011-08-26T00:22:44.650+0000
687194767620|10995116277818|2011-11-16T15:04:04.097+0000
206158430469|2199023255628|2011-04-08T15:56:13.329+0000
206158430469|4398046511181|2010-12-18T01:17:16.896+0000
206158430469|6597069766716|2011-05-21T01:24:41.932+0000
206158430469|10995116277807|2011-05-17T12:44:25.906+0000
137438953735|2199023255628|2010-09-13T12:25:46.757+0000
137438953735|4398046511181|2011-04-19T07:12:38.538+0000
137438953735|6597069766716|2011-06-02T07:52:28.365+0000
137438953735|10995116277807|2011-03-09T17:14:56.406+0000
137438953735|10995116277818|2011-10-05T12:22:56.826+0000
137438953735|13194139533364|2011-05-07T11:00:53.660+0000
343597383944|2199023255628|2011-03-16T20:50:05.457+0000
343597383944|6597069766716|2011-07-10T07:45:22.775+0000
343597383944|10995116277807|2011-04-09T01:41:00.622+0000
343597383944|13194139533364|2011-06-16T22:40:03.694+0000
206158430473|10995116277807|2011-08-09T23:30:50.197+0000
206158430473|10995116277818|2011-02-19T10:45:10.688+0000
343597383946|2199023255628|2011-07-14T05:33:40.185+0000
343597383946|4398046511181|2011-06-09T09:59:20.209+0000
343597383946|6597069766716|2011-01-23T11:33:41.606+0000
343597383946|10995116277818|2011-11-08T00:39:45.721+0000
343597383946|13194139533364|2011-04-21T11:20:41.193+0000
343597383946|13194139533378|2011-05-10T05:53:04.625+0000
481036337419|4398046511181|2011-08-27T00:00:42.825+0000
481036337419|10995116277818|2011-07-23T05:30:23.168+0000
481036337419|13194139533364|2011-07-27T04:23:09.682+0000
481036337419|13194139533378|2011-10-19T08:36:23.345+0000
206158430476|2199023255628|2010-11-21T23:01:19.802+0000
206158430476|4398046511181|2011-08-09T20:17:35.419+0000
206158430476|6597069766716|2010-12-09T13:28:48.287+0000
206158430476|10995116277807|2011-07-29T10:21:56.984+0000
206158430476|13194139533364|2011-06-23T03:41:48.862+0000
343597383949|4398046511181|2011-03-17T03:43:58.137+0000
343597383949|10995116277818|2011-01-24T21:39:23.735+0000
343597383949|13194139533378|2011-04-26T21:11:23.040+0000
343597383950|2199023255628|2011-05-05T09:50:21.087+0000
343597383950|4398046511181|2011-07-19T21:01:39.189+0000
343597383950|6597069766716|2011-08-19T15:01:52.957+0000
343597383950|10995116277807|2011-05-30T01:02:42.328+0000
549755814159|6597069766716|2011-10-13T05:24:38.956+0000
549755814160|2199023255628|2011-10-27T15:21:54.583+0000
549755814160|10995116277818|2011-07-30T05:26:35.402+0000
549755814160|13194139533364|2011-10-07T11:55:19.774+0000
549755814160|13194139533378|2011-08-21T06:07:10.476+0000
206158430481|2199023255628|2011-10-03T07:04:55.098+0000
206158430481|6597069766716|2011-04-09T21:09:18.412+0000
206158430481|10995116277807|2011-07-01T17:20:06.154+0000
206158430481|10995116277818|2011-02-18T20:35:23.667+0000
206158430481|13194139533364|2011-03-18T14:20:38.644+0000
274|10995116277803|2011-01-28T15:30:19.989+0000
274|10995116277848|2011-01-16T01:06:25.379+0000
274|13194139533402|2011-03-17T03:28:10.127+0000
274|15393162788908|2011-06-17T08:01:18.442+0000
274|19791209299992|2011-09-19T03:00:32.897+0000
276|10995116277803|2011-09-25T04:13:37.078+0000
276|10995116277848|2011-05-11T06:20:26.021+0000
276|15393162788908|2011-08-03T02:42:34.827+0000
206158430485|10995116277803|2011-07-23T08:26:10.408+0000
274877907223|15393162788908|2011-10-20T15:37:08.213+0000
618475290904|10995116277848|2011-11-10T07:50:26.290+0000
618475290904|15393162788908|2011-11-02T02:05:34.111+0000
412316860698|10995116277848|2011-09-19T09:16:00.569+0000
412316860698|13194139533402|2011-04-04T11:18:55.367+0000
412316860698|19791209299992|2011-09-21T22:17:41.218+0000
68719477019|10995116277803|2011-05-05T22:00:19.749+0000
68719477019|10995116277848|2011-04-21T17:39:33.936+0000
68719477019|13194139533402|2011-07-08T14:07:47.621+0000
68719477019|19791209299992|2011-11-07T22:06:27.313+0000
343597383964|10995116277803|2011-09-10T22:46:04.686+0000
343597383965|10995116277803|2011-07-11T16:06:05.103+0000
343597383965|10995116277848|2011-04-08T05:07:12.196+0000
343597383965|13194139533402|2011-08-22T19:21:28.276+0000
68719477022|15393162788908|2011-07-28T23:22:00.403+0000
206158430495|10995116277803|2011-02-11T13:03:02.688+0000
206158430495|10995116277848|2011-08-19T15:05:59.877+0000
206158430495|13194139533402|2011-09-19T13:57:41.852+0000
206158430495|19791209299992|2011-11-09T07:24:56.519+0000
549755814176|10995116277848|2011-09-11T19:12:57.282+0000
549755814176|15393162788908|2011-10-25T07:02:20.968+0000
290|10995116277848|2011-07-08T20:16:24.288+0000
290|15393162788908|2011-10-28T18:45:28.886+0000
290|19791209299992|2011-09-30T00:49:54.295+0000
481036337445|10995116277848|2011-08-01T12:20:58.864+0000
481036337445|15393162788908|2011-08-09T07:16:47.707+0000
